"OTUID","Domain","Phylum","Class","Order","Family","Genus","Species"
"New.ReferenceOTU83999","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Unclassified"
"New.ReferenceOTU222950","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Unclassified"
"New.ReferenceOTU33726","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU80081","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Unclassified","Unclassified"
"New.ReferenceOTU254813","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Unclassified","Unclassified"
"New.ReferenceOTU209617","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU151814","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"New.ReferenceOTU168360","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU18375","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"New.ReferenceOTU200926","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU180558","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Rugosibacter_aromaticivorans"
"New.ReferenceOTU185021","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU256405","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU72328","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Unclassified","Unclassified"
"New.ReferenceOTU85434","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"New.ReferenceOTU73875","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20","Unclassified"
"New.ReferenceOTU134589","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU210652","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unclassified"
"New.ReferenceOTU200988","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU166614","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU167203","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU112798","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU144736","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_actinobacterium"
"New.ReferenceOTU5540","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_actinobacterium"
"New.ReferenceOTU138291","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU152780","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU166740","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU186728","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU156767","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured","uncultured","Unclassified"
"New.ReferenceOTU137186","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU46500","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU196798","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured","uncultured_Hyphomicrobiaceae"
"New.ReferenceOTU109488","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"New.ReferenceOTU102766","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU129452","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU116451","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","Unclassified"
"New.ReferenceOTU128320","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Unclassified","Unclassified"
"New.ReferenceOTU182287","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","uncultured_Rhodocyclaceae"
"New.ReferenceOTU137253","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU164938","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU138905","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU246177","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"21380","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Sulfuricella","Unclassified"
"New.ReferenceOTU79386","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Sulfuricella","Unclassified"
"New.ReferenceOTU114538","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Unclassified","Unclassified"
"New.ReferenceOTU18004","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum","Unclassified"
"New.ReferenceOTU175434","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU77386","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","uncultured_Gallionella"
"New.ReferenceOTU162910","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU226270","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU199534","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU184083","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylogaea","Methylogaea_oryzae"
"New.ReferenceOTU226301","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylogaea","Methylogaea_oryzae"
"New.ReferenceOTU63271","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU54116","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU135940","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"143093","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU7324","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"1824908","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU143746","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU73405","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU107640","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU39771","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU137587","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU232268","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU291813","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"New.ReferenceOTU148792","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unclassified"
"New.ReferenceOTU108155","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured","uncultured_bacterium"
"1107631","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured","uncultured_bacterium"
"New.ReferenceOTU236566","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","Unclassified"
"New.ReferenceOTU60303","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU37444","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"701722","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_Acidobacteriales"
"4465887","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_Acidobacteriales"
"New.ReferenceOTU14550","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"817766","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"New.ReferenceOTU230257","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_Acidobacteriales"
"New.ReferenceOTU229146","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"255087","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"New.ReferenceOTU132400","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"646107","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"357085","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"1129616","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_bacterium"
"New.ReferenceOTU275419","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","Unclassified"
"556648","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","Unclassified"
"3691868","Bacteria","Acidobacteriota","Blastocatellia","11-24","11-24","11-24","uncultured_Acidobacteriales"
"New.ReferenceOTU167457","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU243478","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU147864","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU101811","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU16284","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"550219","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU102454","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU104119","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU296493","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU63384","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Acidobacterium"
"New.ReferenceOTU79304","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU100307","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU103213","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU35443","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU171949","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU63207","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU240332","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU64614","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Holophagae"
"New.ReferenceOTU296130","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU45276","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Acidobacterium"
"New.ReferenceOTU150414","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Acidobacterium"
"New.ReferenceOTU76092","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU34918","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU127569","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU44621","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU178977","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU219560","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU115445","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Acidobacterium"
"New.ReferenceOTU34566","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU170299","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_beta"
"New.ReferenceOTU168903","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU291941","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"New.ReferenceOTU228227","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU255655","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU113763","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU36813","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unclassified"
"New.ReferenceOTU170925","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"4306288","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU227314","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"612951","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU3123","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU253383","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU273578","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU271458","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU89801","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU136169","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU184840","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU102042","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU203117","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"3040333","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"255294","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"823439","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"815859","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU120525","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"810882","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"139322","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"367069","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"112801","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_proteobacterium"
"4419154","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_proteobacterium"
"935593","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"815879","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU177120","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","uncultured_Acidobacteria"
"New.ReferenceOTU130239","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","uncultured","Unclassified"
"557097","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured_bacterium"
"114383","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured_bacterium"
"1925459","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured_bacterium"
"1080447","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"232365","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"1554351","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"4480648","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU109981","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"342790","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"205244","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"657591","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"605150","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"2880684","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"2819496","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"2651003","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU177285","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU132408","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU291696","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"1119329","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU253832","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU66786","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"226487","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU231799","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"1106524","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"662055","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"246804","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU297729","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU8423","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU108154","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"3205423","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU31236","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"144789","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU248263","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU6477","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"114240","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unclassified","Unclassified","Unclassified"
"28670","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","Unclassified"
"2551961","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","Unclassified"
"133592","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"104490","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU62157","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"368890","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU260666","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"892000","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"586563","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"255470","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"717396","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"254728","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU147210","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU130616","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"4091471","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
